postal_code,location,manuplicity,admin_center
7925,КРАСНОСЕЛЦИ,ОМУРТАГ,ТЪРГОВИЩЕ
3964,КРАЧИМИР,БЕЛОГРАДЧИК,ВИДИН
2771,КРЕМЕН,БАНСКО,БЛАГОЕВГРАД
6870,КРЕМЕН,КИРКОВО,КЪРДЖАЛИ
9639,КРЕМЕНА,БАЛЧИК,ДОБРИЧ
4755,КРЕМЕНЕ,СМОЛЯН,СМОЛЯН
6822,КРЕМЕНЕЦ,МОМЧИЛГРАД,КЪРДЖАЛИ
2653,КРЕМЕНИК,ДУПНИЦА,КЮСТЕНДИЛ
6410,КРЕПОСТ,ДИМИТРОВГРАД,ХАСКОВО
7845,КРЕПЧА,ОПАКА,ТЪРГОВИЩЕ
5367,КРЕСЛЮВЦИ,ТРЯВНА,ГАБРОВО
2840,КРЕСНА,КРЕСНА,БЛАГОЕВГРАД
5961,КРЕТА,ГУЛЯНЦИ,ПЛЕВЕН
3127,КРЕТА,МЕЗДРА,ВРАЦА
2951,КРИБУЛ,САТОВЧА,БЛАГОЕВГРАД
3669,КРИВА БАРА,БРУСАРЦИ,МОНТАНА
3328,КРИВА БАРА,КОЗЛОДУЙ,ВРАЦА
8936,КРИВА КРУША,НОВА ЗАГОРА,СЛИВЕН
9938,КРИВА РЕКА,НИКОЛА КОЗЛЕВО,ШУМЕН
1588,КРИВИНА,район ПАНЧАРЕВО,СОФИЯ
5747,КРИВИНА,ТЕТЕВЕН,ЛОВЕЧ
7132,КРИВИНА,ЦЕНОВО,РУСЕ
9123,КРИВИНИ,ДОЛНИ ЧИФЛИК,ВАРНА
7456,КРИВИЦА,САМУИЛ,РАЗГРАД
7037,КРИВНЯ,ВЕТОВО,РУСЕ
9217,КРИВНЯ,ПРОВАДИЯ,ВАРНА
6387,КРИВО ПОЛЕ,ХАСКОВО,ХАСКОВО
3060,КРИВОДОЛ,КРИВОДОЛ,ВРАЦА
2386,КРИВОНОС,БРЕЗНИК,ПЕРНИК
6884,КРИЛАТИЦА,КИРКОВО,КЪРДЖАЛИ
5097,КРИЛЮВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
6671,КРИН,КЪРДЖАЛИ,КЪРДЖАЛИ
4148,КРИСЛОВО,МАРИЦА,ПЛОВДИВ
4220,КРИЧИМ,КРИЧИМ,ПЛОВДИВ
2871,КРОМИДОВО,ПЕТРИЧ,БЛАГОЕВГРАД
7278,КРОЯЧ,ЛОЗНИЦА,РАЗГРАД
6766,КРОЯЧЕВО,АРДИНО,КЪРДЖАЛИ
6438,КРУМ,ДИМИТРОВГРАД,ХАСКОВО
6900,КРУМОВГРАД,КРУМОВГРАД,КЪРДЖАЛИ
9149,КРУМОВО,АКСАКОВО,ВАРНА
2627,КРУМОВО,КОЧЕРИНОВО,КЮСТЕНДИЛ
4112,КРУМОВО,РОДОПИ,ПЛОВДИВ
8649,КРУМОВО,ТУНДЖА,ЯМБОЛ
8487,КРУМОВО ГРАДИЩЕ,КАРНОБАТ,БУРГАС
5080,КРУМЧЕВЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
9667,КРУПЕН,КАВАРНА,ДОБРИЧ
2740,КРУПНИК,СИМИТЛИ,БЛАГОЕВГРАД
9121,КРУША,АВРЕН,ВАРНА
2213,КРУША,ДРАГОМАН,СОФИЯ
8877,КРУШАРЕ,СЛИВЕН,СЛИВЕН
9410,КРУШАРИ,КРУШАРИ,ДОБРИЧ
4919,КРУШЕВ ДОЛ,МАДАН,СМОЛЯН
8148,КРУШЕВЕЦ,СОЗОПОЛ,БУРГАС
2945,КРУШЕВО,ГЪРМЕН,БЛАГОЕВГРАД
4291,КРУШЕВО,ПЪРВОМАЙ,ПЛОВДИВ
5427,КРУШЕВО,СЕВЛИЕВО,ГАБРОВО
6744,КРУШЕВСКА,КЪРДЖАЛИ,КЪРДЖАЛИ
5134,КРУШЕТО,ГОРНА ОРЯХОВИЦА,ВЕЛИКО ТЪРНОВО
6743,КРУШКА,КЪРДЖАЛИ,КЪРДЖАЛИ
5860,КРУШОВЕНЕ,ДОЛНА МИТРОПОЛИЯ,ПЛЕВЕН
5881,КРУШОВИЦА,ДОЛНИ ДЪБНИК,ПЛЕВЕН
2112,КРУШОВИЦА,ЕЛИН ПЕЛИН,СОФИЯ
3349,КРУШОВИЦА,МИЗИЯ,ВРАЦА
8482,КРУШОВО,КАРНОБАТ,БУРГАС
4241,КРУШОВО,ЛЪКИ,ПЛОВДИВ
7962,КРУШОЛАК,АНТОНОВО,ТЪРГОВИЩЕ
5561,КРУШУНА,ЛЕТНИЦА,ЛОВЕЧ
5460,КРЪВЕНИК,СЕВЛИЕВО,ГАБРОВО
5744,КРЪКОЖАБЕНЕ,ТЕТЕВЕН,ЛОВЕЧ
6140,КРЪН,КАЗАНЛЪК,СТАРА ЗАГОРА
2875,КРЪНДЖИЛИЦА,ПЕТРИЧ,БЛАГОЕВГРАД
5370,КРЪНЧА,ДРЯНОВО,ГАБРОВО
4647,КРЪСТАВА,ВЕЛИНГРАД,ПАЗАРДЖИК
4741,КРЪСТАТИЦА,БАНИТЕ,СМОЛЯН
4177,КРЪСТЕВИЧ,ХИСАРЯ,ПЛОВДИВ
5350,КРЪСТЕНЯЦИТЕ,ТРЯВНА,ГАБРОВО
5364,КРЪСТЕЦ,ТРЯВНА,ГАБРОВО
2805,КРЪСТИЛЦИ,САНДАНСКИ,БЛАГОЕВГРАД
8121,КРЪСТИНА,КАМЕНО,БУРГАС
7786,КРЪШНО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
8335,КУБАДИН,СРЕДЕЦ,БУРГАС
7300,КУБРАТ,КУБРАТ,РАЗГРАД
1257,КУБРАТОВО,район НОВИ ИСКЪР,СОФИЯ
3798,КУДЕЛИН,БРЕГОВО,ВИДИН
2788,КУЗЬОВО,БЕЛИЦА,БЛАГОЕВГРАД
4101,КУКЛЕН,КУКЛЕН,ПЛОВДИВ
5370,КУКЛЯ,ДРЯНОВО,ГАБРОВО
8673,КУКОРЕВО,ТУНДЖА,ЯМБОЛ
4710,КУКУВИЦА,СМОЛЯН,СМОЛЯН
2882,КУКУРАХЦЕВО,ПЕТРИЧ,БЛАГОЕВГРАД
6898,КУКУРЯК,КИРКОВО,КЪРДЖАЛИ
3800,КУЛА,КУЛА,ВИДИН
2868,КУЛАТА,ПЕТРИЧ,БЛАГОЕВГРАД
5937,КУЛИНА ВОДА,БЕЛЕНЕ,ПЛЕВЕН
5380,КУМАНИТЕ,ДРЯНОВО,ГАБРОВО
9153,КУМАНОВО,АКСАКОВО,ВАРНА
4990,КУНДЕВО,НЕДЕЛИНО,СМОЛЯН
3140,КУНИНО,РОМАН,ВРАЦА
4921,КУПЕН,МАДАН,СМОЛЯН
5463,КУПЕН,СЕВЛИЕВО,ГАБРОВО
6850,КУПЦИТЕ,ДЖЕБЕЛ,КЪРДЖАЛИ
3138,КУРНОВО,РОМАН,ВРАЦА
4369,КУРТОВО,КАРЛОВО,ПЛОВДИВ
4223,КУРТОВО КОНАРЕ,СТАМБОЛИЙСКИ,ПЛОВДИВ
4752,КУТЕЛА,СМОЛЯН,СМОЛЯН
7558,КУТЛОВИЦА,АЛФАТАР,СИЛИСТРА
3767,КУТОВО,ВИДИН,ВИДИН
2567,КУТУГЕРЦИ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
5042,КУЦАРОВЦИ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
5189,КУЦИНА,ПОЛСКИ ТРЪМБЕШ,ВЕЛИКО ТЪРНОВО
6697,КУЦОВО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
4986,КУШЛА,ЗЛАТОГРАД,СМОЛЯН
6927,КЪКЛИЦА,КРУМОВГРАД,КЪРДЖАЛИ
5544,КЪКРИНА,ЛОВЕЧ,ЛОВЕЧ
9821,КЪЛНОВО,СМЯДОВО,ШУМЕН
6164,КЪНЧЕВО,КАЗАНЛЪК,СТАРА ЗАГОРА
7997,КЪПИНЕЦ,АНТОНОВО,ТЪРГОВИЩЕ
5043,КЪПИНОВО,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
9528,КЪПИНОВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
7434,КЪПИНОВЦИ,ИСПЕРИХ,РАЗГРАД
6600,КЪРДЖАЛИ,КЪРДЖАЛИ,КЪРДЖАЛИ
2820,КЪРЛАНОВО,САНДАНСКИ,БЛАГОЕВГРАД
2860,КЪРНАЛОВО,ПЕТРИЧ,БЛАГОЕВГРАД
4337,КЪРНАРЕ,КАРЛОВО,ПЛОВДИВ
5558,КЪРПАЧЕВО,ЛЕТНИЦА,ЛОВЕЧ
2825,КЪРПЕЛОВО,СТРУМЯНИ,БЛАГОЕВГРАД
5380,КЪРТИПЪНЯ,ДРЯНОВО,ГАБРОВО
5883,КЪРТОЖАБЕНЕ,ПЛЕВЕН,ПЛЕВЕН
6873,КЪРЧОВСКО,КИРКОВО,КЪРДЖАЛИ
2563,КЪРШАЛЕВО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
4832,КЪСАК,ДОСПАТ,СМОЛЯН
1276,КЪТИНА,район НОВИ ИСКЪР,СОФИЯ
5885,КЪШИН,ПЛЕВЕН,ПЛЕВЕН
2492,КЪШЛЕ,ТРЪН,ПЕРНИК
9888,КЬОЛМЕН,ВЪРБИЦА,ШУМЕН
6728,КЬОСЕВО,КЪРДЖАЛИ,КЪРДЖАЛИ
7951,КЬОСЕВЦИ,АНТОНОВО,ТЪРГОВИЩЕ
9972,КЮЛЕВЧА,КАСПИЧАН,ШУМЕН
2500,КЮСТЕНДИЛ,,КЮСТЕНДИЛ
5035,ЛАГЕРИТЕ,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3743,ЛАГОШЕВЦИ,ДИМОВО,ВИДИН
2811,ЛАДАРЕВО,САНДАНСКИ,БЛАГОЕВГРАД
5836,ЛАЗАРОВО,КНЕЖА,ПЛЕВЕН
5097,ЛАЗАРЦИ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5656,ЛАКАРЕВО,ТРОЯН,ЛОВЕЧ
2273,ЛАКАТНИК,СВОГЕ,СОФИЯ
6823,ЛАЛЕ,МОМЧИЛГРАД,КЪРДЖАЛИ
8749,ЛАЛКОВО,ЕЛХОВО,ЯМБОЛ
6583,ЛАМБУХ,ИВАЙЛОВГРАД,ХАСКОВО
5876,ЛАСКАР,ПЛЕВЕН,ПЛЕВЕН
2811,ЛАСКАРЕВО,САНДАНСКИ,БЛАГОЕВГРАД
6767,ЛАТИНКА,АРДИНО,КЪРДЖАЛИ
6859,ЛЕБЕД,ДЖЕБЕЛ,КЪРДЖАЛИ
2806,ЛЕБНИЦА,САНДАНСКИ,БЛАГОЕВГРАД
2494,ЛЕВА РЕКА,ТРЪН,ПЕРНИК
2276,ЛЕВИЩЕ,СВОГЕ,СОФИЯ
6540,ЛЕВКА,СВИЛЕНГРАД,ХАСКОВО
4743,ЛЕВОЧЕВО,СМОЛЯН,СМОЛЯН
4535,ЛЕВСКИ,ПАНАГЮРИЩЕ,ПАЗАРДЖИК
9171,ЛЕВСКИ,СУВОРОВО,ВАРНА
5900,ЛЕВСКИ,ЛЕВСКИ,ПЛЕВЕН
2817,ЛЕВУНОВО,САНДАНСКИ,БЛАГОЕВГРАД
6781,ЛЕВЦИ,АРДИНО,КЪРДЖАЛИ
5049,ЛЕДЕНИК,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
3036,ЛЕДЕНИКА,ВРАЦА,ВРАЦА
2588,ЛЕЛИНЦИ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
6783,ЛЕНИЩЕ,АРДИНО,КЪРДЖАЛИ
5967,ЛЕНКОВО,ГУЛЯНЦИ,ПЛЕВЕН
4261,ЛЕНОВО,АСЕНОВГРАД,ПЛОВДИВ
6595,ЛЕНСКО,ИВАЙЛОВГРАД,ХАСКОВО
5987,ЛЕПИЦА,ЧЕРВЕН БРЯГ,ПЛЕВЕН
5520,ЛЕСИДРЕН,УГЪРЧИН,ЛОВЕЧ
5343,ЛЕСИЧАРКА,ГАБРОВО,ГАБРОВО
5085,ЛЕСИЧЕ,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
5222,ЛЕСИЧЕРИ,ПАВЛИКЕНИ,ВЕЛИКО ТЪРНОВО
4463,ЛЕСИЧОВО,ЛЕСИЧОВО,ПАЗАРДЖИК
2547,ЛЕСКА,КЮСТЕНДИЛ,КЮСТЕНДИЛ
4928,ЛЕСКА,МАДАН,СМОЛЯН
2268,ЛЕСКОВДОЛ,СВОГЕ,СОФИЯ
3523,ЛЕСКОВЕЦ,БЕРКОВИЦА,МОНТАНА
3341,ЛЕСКОВЕЦ,ОРЯХОВО,ВРАЦА
2342,ЛЕСКОВЕЦ,ПЕРНИК,ПЕРНИК
9428,ЛЕСКОВО,ДОБРИЧ,ДОБРИЧ
2119,ЛЕСНОВО,ЕЛИН ПЕЛИН,СОФИЯ
8754,ЛЕСОВО,ЕЛХОВО,ЯМБОЛ
3073,ЛЕСУРА,КРИВОДОЛ,ВРАЦА
2207,ЛЕТНИЦА,ДРАГОМАН,СОФИЯ
5570,ЛЕТНИЦА,ЛЕТНИЦА,ЛОВЕЧ
6810,ЛЕТОВНИК,МОМЧИЛГРАД,КЪРДЖАЛИ
2816,ЛЕХОВО,САНДАНСКИ,БЛАГОЕВГРАД
3445,ЛЕХЧЕВО,БОЙЧИНОВЦИ,МОНТАНА
2749,ЛЕШКО,БЛАГОЕВГРАД,БЛАГОЕВГРАД
5624,ЛЕШКО ПРЕСОИ,ТРОЯН,ЛОВЕЧ
6466,ЛЕШНИКОВО,ХАРМАНЛИ,ХАСКОВО
2481,ЛЕШНИКОВЦИ,ТРЪН,ПЕРНИК
5578,ЛЕШНИЦА,ЛОВЕЧ,ЛОВЕЧ
2808,ЛЕШНИЦА,САНДАНСКИ,БЛАГОЕВГРАД
4929,ЛЕЩАК,МАДАН,СМОЛЯН
6967,ЛЕЩАРКА,КРУМОВГРАД,КЪРДЖАЛИ
2962,ЛЕЩЕН,ГЪРМЕН,БЛАГОЕВГРАД
8656,ЛЕЯРОВО,СТРАЛДЖА,ЯМБОЛ
8107,ЛИВАДА,КАМЕНО,БУРГАС
4921,ЛИВАДЕ,МАДАН,СМОЛЯН
3168,ЛИК,МЕЗДРА,ВРАЦА
4858,ЛИЛЕКОВО,ЧЕПЕЛАРЕ,СМОЛЯН
4105,ЛИЛКОВО,РОДОПИ,ПЛОВДИВ
7760,ЛИЛЯК,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
2809,ЛИЛЯНОВО,САНДАНСКИ,БЛАГОЕВГРАД
2597,ЛИЛЯЧ,НЕВЕСТИНО,КЮСТЕНДИЛ
3051,ЛИЛЯЧЕ,ВРАЦА,ВРАЦА
6936,ЛИМЕЦ,КРУМОВГРАД,КЪРДЖАЛИ
3489,ЛИПЕН,МОНТАНА,МОНТАНА
4784,ЛИПЕЦ,СМОЛЯН,СМОЛЯН
2212,ЛИПИНЦИ,ДРАГОМАН,СОФИЯ
7242,ЛИПНИК,РАЗГРАД,РАЗГРАД
2158,ЛИПНИЦА,БОТЕВГРАД,СОФИЯ
3352,ЛИПНИЦА,МИЗИЯ,ВРАЦА
2547,ЛИСЕЦ,КЮСТЕНДИЛ,КЮСТЕНДИЛ
5568,ЛИСЕЦ,ЛОВЕЧ,ЛОВЕЧ
2023,ЛИСЕЦ,САМОКОВ,СОФИЯ
9951,ЛИСИ ВРЪХ,КАОЛИНОВО,ШУМЕН
6645,ЛИСИЦИТЕ,КЪРДЖАЛИ,КЪРДЖАЛИ
2743,ЛИСИЯ,БЛАГОЕВГРАД,БЛАГОЕВГРАД
6541,ЛИСОВО,СВИЛЕНГРАД,ХАСКОВО
7642,ЛИСТЕЦ,ГЛАВИНИЦА,СИЛИСТРА
8573,ЛИСТЕЦ,РУЕН,БУРГАС
2144,ЛИТАКОВО,БОТЕВГРАД,СОФИЯ
2433,ЛОБОШ,КОВАЧЕВЦИ,ПЕРНИК
9869,ЛОВЕЦ,ВЪРБИЦА,ШУМЕН
6070,ЛОВЕЦ,СТАРА ЗАГОРА,СТАРА ЗАГОРА
7741,ЛОВЕЦ,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
5500,ЛОВЕЧ,,ЛОВЕЧ
5423,ЛОВНИДОЛ,СЕВЛИЕВО,ГАБРОВО
7291,ЛОВСКО,ЛОЗНИЦА,РАЗГРАД
4908,ЛОВЦИ,МАДАН,СМОЛЯН
9430,ЛОВЧАНЦИ,ДОБРИЧ,ДОБРИЧ
2737,ЛОГОДАЖ,БЛАГОЕВГРАД,БЛАГОЕВГРАД
5345,ЛОЗА,ГАБРОВО,ГАБРОВО
8440,ЛОЗАРЕВО,СУНГУРЛАРЕ,БУРГАС
9746,ЛОЗЕВО,ШУМЕН,ШУМЕН
6552,ЛОЗЕН,ЛЮБИМЕЦ,ХАСКОВО
1151,ЛОЗЕН,район ПАНЧАРЕВО,СОФИЯ
4489,ЛОЗЕН,СЕПТЕМВРИ,ПАЗАРДЖИК
6062,ЛОЗЕН,СТАРА ЗАГОРА,СТАРА ЗАГОРА
5172,ЛОЗЕН,СТРАЖИЦА,ВЕЛИКО ТЪРНОВО
6894,ЛОЗЕНГРАДЦИ,КИРКОВО,КЪРДЖАЛИ
9414,ЛОЗЕНЕЦ,КРУШАРИ,ДОБРИЧ
8688,ЛОЗЕНЕЦ,СТРАЛДЖА,ЯМБОЛ
8277,ЛОЗЕНЕЦ,ЦАРЕВО,БУРГАС
2821,ЛОЗЕНИЦА,САНДАНСКИ,БЛАГОЕВГРАД
5739,ЛОЗЕТО,ТЕТЕВЕН,ЛОВЕЧ
5954,ЛОЗИЦА,НИКОПОЛ,ПЛЕВЕН
8466,ЛОЗИЦА,СУНГУРЛАРЕ,БУРГАС
9541,ЛОЗНИЦА,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
7290,ЛОЗНИЦА,ЛОЗНИЦА,РАЗГРАД
2507,ЛОЗНО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2656,ЛОКВАТА,БОБОВ ДОЛ,КЮСТЕНДИЛ
1513,ЛОКОРСКО,район НОВИ ИСКЪР,СОФИЯ
3600,ЛОМ,ЛОМ,МОНТАНА
7135,ЛОМ ЧЕРКОВНА,БЯЛА,РУСЕ
5669,ЛОМЕЦ,ТРОЯН,ЛОВЕЧ
9397,ЛОМНИЦА,ДОБРИЧ,ДОБРИЧ
2562,ЛОМНИЦА,КЮСТЕНДИЛ,КЮСТЕНДИЛ
2465,ЛОМНИЦА,ТРЪН,ПЕРНИК
7838,ЛОМЦИ,ПОПОВО,ТЪРГОВИЩЕ
9237,ЛОПУШНА,ДЪЛГОПОЛ,ВАРНА
2252,ЛОПУШНЯ,ГОДЕЧ,СОФИЯ
2193,ЛОПЯН,ЕТРОПОЛЕ,СОФИЯ
7445,ЛУДОГОРЦИ,ИСПЕРИХ,РАЗГРАД
5770,ЛУКОВИТ,ЛУКОВИТ,ЛОВЕЧ
2296,ЛУКОВО,СВОГЕ,СОФИЯ
6921,ЛУЛИЧКА,КРУМОВГРАД,КЪРДЖАЛИ
7439,ЛЪВИНО,ИСПЕРИХ,РАЗГРАД
6638,ЛЪВОВО,КЪРДЖАЛИ,КЪРДЖАЛИ
2182,ЛЪГА,ЕТРОПОЛЕ,СОФИЯ
2971,ЛЪЖНИЦА,ГОЦЕ ДЕЛЧЕВ,БЛАГОЕВГРАД
8216,ЛЪКА,ПОМОРИЕ,БУРГАС
4726,ЛЪКА,СМОЛЯН,СМОЛЯН
4241,ЛЪКАВИЦА,ЛЪКИ,ПЛОВДИВ
4241,ЛЪКИ,ЛЪКИ,ПЛОВДИВ
2928,ЛЪКИ,ХАДЖИДИМОВО,БЛАГОЕВГРАД
7534,ЛЮБЕН,СИТОВО,СИЛИСТРА
4188,ЛЮБЕН,СЪЕДИНЕНИЕ,ПЛОВДИВ
9148,ЛЮБЕН КАРАВЕЛОВО,АКСАКОВО,ВАРНА
8949,ЛЮБЕНЕЦ,НОВА ЗАГОРА,СЛИВЕН
8947,ЛЮБЕНОВА МАХАЛА,НОВА ЗАГОРА,СЛИВЕН
5955,ЛЮБЕНОВО,НИКОПОЛ,ПЛЕВЕН
6267,ЛЮБЕНОВО,РАДНЕВО,СТАРА ЗАГОРА
6342,ЛЮБЕНОВО,ХАСКОВО,ХАСКОВО
5176,ЛЮБЕНЦИ,СТРАЖИЦА,ВЕЛИКО ТЪРНОВО
6550,ЛЮБИМЕЦ,ЛЮБИМЕЦ,ХАСКОВО
6796,ЛЮБИНО,АРДИНО,КЪРДЖАЛИ
7980,ЛЮБИЧЕВО,АНТОНОВО,ТЪРГОВИЩЕ
7843,ЛЮБЛЕН,ОПАКА,ТЪРГОВИЩЕ
2061,ЛЮБНИЦА,ИХТИМАН,СОФИЯ
2820,ЛЮБОВИЩЕ,САНДАНСКИ,БЛАГОЕВГРАД
2811,ЛЮБОВКА,САНДАНСКИ,БЛАГОЕВГРАД
4833,ЛЮБЧА,ДОСПАТ,СМОЛЯН
2352,ЛЮЛИН,ПЕРНИК,ПЕРНИК
8685,ЛЮЛИН,СТРАЛДЖА,ЯМБОЛ
4785,ЛЮЛКА,СМОЛЯН,СМОЛЯН
6050,ЛЮЛЯК,СТАРА ЗАГОРА,СТАРА ЗАГОРА
9525,ЛЮЛЯКОВО,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
6684,ЛЮЛЯКОВО,КЪРДЖАЛИ,КЪРДЖАЛИ
8570,ЛЮЛЯКОВО,РУЕН,БУРГАС
5307,ЛЮЛЯЦИТЕ,ГАБРОВО,ГАБРОВО
3038,ЛЮТАДЖИК,ВРАЦА,ВРАЦА
3159,ЛЮТИБРОД,МЕЗДРА,ВРАЦА
3165,ЛЮТИДОЛ,МЕЗДРА,ВРАЦА
2791,ЛЮТОВО,БЕЛИЦА,БЛАГОЕВГРАД
6198,ЛЯВА РЕКА,ГУРКОВО,СТАРА ЗАГОРА
2474,ЛЯЛИНЦИ,ТРЪН,ПЕРНИК
5140,ЛЯСКОВЕЦ,ЛЯСКОВЕЦ,ВЕЛИКО ТЪРНОВО
6397,ЛЯСКОВЕЦ,СТАМБОЛОВО,ХАСКОВО
8518,ЛЯСКОВО,АЙТОС,БУРГАС
4238,ЛЯСКОВО,АСЕНОВГРАД,ПЛОВДИВ
4818,ЛЯСКОВО,ДЕВИН,СМОЛЯН
6045,ЛЯСКОВО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
6667,ЛЯСКОВО,ЧЕРНООЧЕНЕ,КЪРДЖАЛИ
9948,ЛЯТНО,КАОЛИНОВО,ШУМЕН
9617,ЛЯХОВО,БАЛЧИК,ДОБРИЧ
4416,ЛЯХОВО,ПАЗАРДЖИК,ПАЗАРДЖИК
4710,МАГАРДЖИЦА,СМОЛЯН,СМОЛЯН
3448,МАДАН,БОЙЧИНОВЦИ,МОНТАНА
4900,МАДАН,МАДАН,СМОЛЯН
9971,МАДАРА,ШУМЕН,ШУМЕН
2022,МАДЖАРЕ,САМОКОВ,СОФИЯ
6383,МАДЖАРИ,СТАМБОЛОВО,ХАСКОВО
6480,МАДЖАРОВО,МАДЖАРОВО,ХАСКОВО
6063,МАДЖЕРИТО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
2549,МАЗАРАЧЕВО,КЮСТЕНДИЛ,КЮСТЕНДИЛ
3777,МАЙОР УЗУНОВО,ВИДИН,ВИДИН
5085,МАЙСКО,ЕЛЕНА,ВЕЛИКО ТЪРНОВО
6675,МАЙСТОРОВО,КЪРДЖАЛИ,КЪРДЖАЛИ
6784,МАК,АРДИНО,КЪРДЖАЛИ
7750,МАКАРИОПОЛСКО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
6640,МАКЕДОНЦИ,КЪРДЖАЛИ,КЪРДЖАЛИ
7785,МАКОВО,ТЪРГОВИЩЕ,ТЪРГОВИЩЕ
2124,МАКОЦЕВО,ГОРНА МАЛИНА,СОФИЯ
3850,МАКРЕШ,МАКРЕШ,ВИДИН
2225,МАЛА РАКОВИЦА,БОЖУРИЩЕ,СОФИЯ
2669,МАЛА ФУЧА,БОБОВ ДОЛ,КЮСТЕНДИЛ
2021,МАЛА ЦЪРКВА,САМОКОВ,СОФИЯ
6392,МАЛЕВО,ХАСКОВО,ХАСКОВО
4891,МАЛЕВО,ЧЕПЕЛАРЕ,СМОЛЯН
8689,МАЛЕНОВО,СТРАЛДЖА,ЯМБОЛ
2691,МАЛИ ВЪРБОВНИК,БОБОВ ДОЛ,КЮСТЕНДИЛ
3749,МАЛИ ДРЕНОВЕЦ,ДИМОВО,ВИДИН
9474,МАЛИ ИЗВОР,ТЕРВЕЛ,ДОБРИЧ
9559,МАЛИНА,ГЕНЕРАЛ ТОШЕВО,ДОБРИЧ
8327,МАЛИНА,СРЕДЕЦ,БУРГАС
5335,МАЛИНИ,ГАБРОВО,ГАБРОВО
5582,МАЛИНОВО,ЛОВЕЧ,ЛОВЕЧ
5441,МАЛИНОВО,СЕВЛИЕВО,ГАБРОВО
4742,МАЛКА АРДА,БАНИТЕ,СМОЛЯН
6045,МАЛКА ВЕРЕЯ,СТАРА ЗАГОРА,СТАРА ЗАГОРА
5729,МАЛКА ЖЕЛЯЗНА,ТЕТЕВЕН,ЛОВЕЧ
8519,МАЛКА ПОЛЯНА,АЙТОС,БУРГАС
9386,МАЛКА СМОЛНИЦА,ДОБРИЧ,ДОБРИЧ
7997,МАЛКА ЧЕРКОВНА,АНТОНОВО,ТЪРГОВИЩЕ
6941,МАЛКА ЧИНКА,КРУМОВГРАД,КЪРДЖАЛИ
5370,МАЛКИ БЪЛГАРЕНИ,ДРЯНОВО,ГАБРОВО
6479,МАЛКИ ВОДЕН,МАДЖАРОВО,ХАСКОВО
5432,МАЛКИ ВЪРШЕЦ,СЕВЛИЕВО,ГАБРОВО
2184,МАЛКИ ИСКЪР,ЕТРОПОЛЕ,СОФИЯ
5365,МАЛКИ СТАНЧОВЦИ,ТРЯВНА,ГАБРОВО
2800,МАЛКИ ЦАЛИМ,САНДАНСКИ,БЛАГОЕВГРАД
5028,МАЛКИ ЧИФЛИК,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО
6425,МАЛКО АСЕНОВО,ДИМИТРОВГРАД,ХАСКОВО
6476,МАЛКО БРЯГОВО,МАДЖАРОВО,ХАСКОВО
7067,МАЛКО ВРАНОВО,СЛИВО ПОЛЕ,РУСЕ
6558,МАЛКО ГРАДИЩЕ,ЛЮБИМЕЦ,ХАСКОВО
6227,МАЛКО ДРЯНОВО,БРАТЯ ДАСКАЛОВИ,СТАРА ЗАГОРА
7460,МАЛКО ЙОНКОВО,ИСПЕРИХ,РАЗГРАД
6052,МАЛКО КАДИЕВО,СТАРА ЗАГОРА,СТАРА ЗАГОРА
6927,МАЛКО КАМЕНЯНЕ,КРУМОВГРАД,КЪРДЖАЛИ
8756,МАЛКО КИРИЛОВО,ЕЛХОВО,ЯМБОЛ
4951,МАЛКО КРУШЕВО,БАНИТЕ,СМОЛЯН
6482,МАЛКО ПОПОВО,МАДЖАРОВО,ХАСКОВО
8981,МАЛКО СЕЛО,КОТЕЛ,СЛИВЕН
6228,МАЛКО ТРЪНОВО,ЧИРПАН,СТАРА ЗАГОРА
8162,МАЛКО ТЪРНОВО,МАЛКО ТЪРНОВО,БУРГАС
8857,МАЛКО ЧОЧОВЕНИ,СЛИВЕН,СЛИВЕН
8751,МАЛКО ШАРКОВО,БОЛЯРОВО,ЯМБОЛ
