,0
налице,19
разпространено,19
травми,19
кмет,19
относно,19
обвинена,19
вид,19
единствено,19
обади,19
каквото,19
говорител,19
направена,19
отрича,19
загина,19
нанесен,19
турция,19
организаторите,19
социален,19
съдебна,19
внесе,19
гърба,19
партията,19
извършен,19
изчезването,19
сили,19
причинена,19
подписка,19
градска,19
извършена,19
илиев,19
четвъртък,18
интернет,18
стойност,18
подали,18
шията,18
възможността,18
условия,18
изпратени,18
екипа,18
виолета,18
умбал,18
разград,18
камера,18
статистика,18
мотивът,18
организирана,18
ограничителна,18
работници,18
голямо,18
крак,18
контакт,18
парк,18
рпу,18
протестиращите,18
подлежи,18
пазар,18
обяснения,18
връща,18
ръст,18
обувки,18
редица,18
едни,18
съдия,18
внесено,18
камери,18
вътрешните,18
шарков,18
направени,18
българското,18
психично,18
психолози,18
симеонов,18
николов,18
стотици,18
обстоятелства,18
наложена,18
установена,18
вълна,18
касае,18
детската,18
маринов,18
щеше,18
наблюдение,18
видели,18
лазаров,18
тепърва,18
спешния,18
впоследствие,18
йорданов,18
вина,18
реакция,18
обжалва,18
юмруци,18
чака,18
назначена,18
практика,18
процедура,18
пейо,18
постановление,18
части,18
евгения,18
йорданка,18
счупени,18
повреди,18
договор,18
христов,18
задължения,18
липса,18
деси,18
вас,18
документите,18
производства,18
познава,18
александров,18
шамар,18
момчетата,18
отишъл,18
име,18
помощта,18
сряда,18
снимката,18
национален,17
правил,17
ученичката,17
бебе,17
инспектор,17
спокойно,17
подбуди,17
показа,17
движение,17
промените,17
заканил,17
специалисти,17
получил,17
кога,17
основата,17
йордан,17
кристина,17
организация,17
ефира,17
език,17
подала,17
второ,17
случайно,17
моето,17
етаж,17
поискал,17
сериозен,17
забрана,17
естествено,17
неправителствени,17
следите,17
софийският,17
хил,17
доклада,17
криминалисти,17
днк,17
никола,17
основните,17
националния,17
знаем,17
лежи,17
участниците,17
явно,17
експертите,17
открили,17
готова,17
окончателно,17
събират,17
определението,17
започнали,17
въобще,17
нямало,17
основната,17
момиченцето,17
роднините,17
лек,17
терзиев,17
бърза,17
българи,17
директора,17
близък,17
илиян,17
влизат,17
разполага,17
елена,17
отдел,17
